"COD_MKT_ID","AREA","MACROSETTORE","SETTORE","REPARTO","CATEGORIA","SOTTOCATEGORIA","SEGMENTO"
"3653","Alimentari","Freschi","FRESCHISSIMI","CARNI ROSSE","EQUINO","PULEDRO LIBERO SERVIZIO","TAGLI IND. IN OSSO ANTERIORE"
"3654","Alimentari","Freschi","FRESCHISSIMI","CARNI ROSSE","EQUINO","PULEDRO LIBERO SERVIZIO","TAGLI IND. IN OSSO POSTERIORE"
"3655","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","PEPERONI","PEPERONI GIALLI"
"3656","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","PEPERONI","PEPERONI ROSSI"
"3657","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","PEPERONI","PEPERONI VERDI"
"3658","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","PEPERONI","PEPERONCINI"
"3659","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","PEPERONI","PEPERONI ALTRI"
"3660","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","ZUCCHE","ZUCCHE LUNGHE"
"3661","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","ZUCCHE","ZUCCHE TONDE"
"3662","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","ZUCCHE","ZUCCHE ALTRE"
"3663","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","ZUCCHINE","ZUCCHINE CHIARE"
"3664","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","ZUCCHINE","ZUCCHINE SCURE"
"3665","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","ZUCCHINE","ZUCCHINE ALTRE"
"3666","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","MELANZANE","GLOBOSE NERE"
"3667","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","MELANZANE","GLOBOSE VIOLA"
"3668","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","MELANZANE","MELANZANE LUNGHE"
"3669","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","MELANZANE","MELANZANE ALTRE"
"3670","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","CETRIOLI","CETRIOLI"
"3671","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","CETRIOLI","CETRIOLI ALTRI"
"3672","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","ALTRI ORTAGGI","CAROTE","CAROTE"
"3673","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","CIPOLLE","CIPOLLE ROSSE"
"3674","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","CIPOLLE","CIPOLLE DORATE"
"3675","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","CIPOLLE","CIPOLLE BIANCHE"
"3676","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","CIPOLLE","CIPOLLE BORRETTANE"
"3677","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","CIPOLLE","CIPOLLA FRESCA"
"3678","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","CIPOLLE","CIPOLLOTTI FRESCHI"
"3679","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","CIPOLLE","SCALOGNO"
"3680","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","CIPOLLE","CIPOLLE ALTRE"
"3681","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","AGLIO","AGLIO FRESCO"
"3682","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","AGLIO","AGLIO SECCO BIANCO"
"3683","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","AGLIO","AGLIO SECCO ROSSO"
"3684","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","CIPOLLE E AGLIO","PORRI","PORRI"
"3685","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","AROMI FRESCHI","BASILICO IN FOGLIE"
"3686","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","AROMI FRESCHI","PREZZEMOLO IN FOGLIE"
"3687","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","AROMI FRESCHI","ROSMARINO"
"3688","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","AROMI FRESCHI","SALVIA IN FOGLIE"
"3689","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","AROMI FRESCHI","ALLORO IN FOGLIE"
"3690","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","AROMI FRESCHI","ALTRI AROMI FRESCHI"
"3691","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","PIANTINE DA CONSUMO","BASILICO IN VASO"
"3692","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","PIANTINE DA CONSUMO","PREZZEMOLO IN VASO"
"3693","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","PIANTINE DA CONSUMO","ROSMARINO IN VASO"
"3694","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","PIANTINE DA CONSUMO","SALVIA IN VASO"
"3695","Alimentari","Freschi","FRESCHISSIMI","ORTOFRUTTA","AROMI FRESCHI E PIANTINE DA CONSUMO","PIANTINE DA CONSUMO","ALTRE PIANTINE IN VASO"
"3696","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","TRAMEZZINI - PANINI FARCITI"
"3697","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","CRESCIONI - ROTOLI FARCITI"
"3698","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","ALTRI"
"3699","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' S.A.","PIZZA INTERA"
"3700","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' S.A.","PIZZA TRANCIO"
"3701","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' S.A.","PIZZETTE"
"3702","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' S.A.","PIZZA BIANCA - FOCACCIA"
"3703","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' S.A.","TRAMEZZINI - PANINI FARCITI"
"3704","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' S.A.","CRESCIONI - ROTOLI FARCITI"
"3705","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' S.A.","ALTRI FARCITI"
"3706","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' SEMILAV. L.S.","PIZZE/FOCACCE"
"3707","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' SEMILAV. L.S.","ALTRE"
"3708","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' SEMILAV. S.A.","PIZZE/FOCACCE"
"3709","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","PIZZE-FOCACCE-SPECIALITA' SEMILAV. S.A.","ALTRE"
"3710","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","DORATURA PIZZE-FOCACCE-SPECI  L.S.","PIZZE/FOCACCE"
"3711","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","DORATURA PIZZE-FOCACCE-SPECI  L.S.","ALTRE"
"3712","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","DORATURA PIZZE-FOCACCE-SPECI S.A.","PIZZE/FOCACCE"
"3713","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. ESTERNA","DORATURA PIZZE-FOCACCE-SPECI S.A.","ALTRE"
"3714","Alimentari","Freschi","FRESCHISSIMI","PANE","MATERIE PRIME PANE","MATERIE PRIME PANE","FARINE"
"3715","Alimentari","Freschi","FRESCHISSIMI","PANE","MATERIE PRIME PANE","MATERIE PRIME PANE","ALTRO"
"3716","Alimentari","Freschi","FRESCHISSIMI","PANE","SOSTITUTIVI PANE PROD. INTERNA","SOSTITUTIVI L.S.","GRISSINI"
"3717","Alimentari","Freschi","FRESCHISSIMI","PANE","SOSTITUTIVI PANE PROD. INTERNA","SOSTITUTIVI L.S.","TARALLI"
"3718","Alimentari","Freschi","FRESCHISSIMI","PANE","SOSTITUTIVI PANE PROD. INTERNA","SOSTITUTIVI L.S.","PIADINE"
"3719","Alimentari","Freschi","FRESCHISSIMI","PANE","SOSTITUTIVI PANE PROD. INTERNA","SOSTITUTIVI L.S.","ALTRI"
"3720","Alimentari","Freschi","FRESCHISSIMI","PANE","SOSTITUTIVI PANE PROD. INTERNA","SOSTITUTIVI S.A.","GRISSINI"
"3721","Alimentari","Freschi","FRESCHISSIMI","PANE","SOSTITUTIVI PANE PROD. INTERNA","SOSTITUTIVI S.A.","TARALLI"
"3722","Alimentari","Freschi","FRESCHISSIMI","PANE","SOSTITUTIVI PANE PROD. INTERNA","SOSTITUTIVI S.A.","PIADINE"
"3723","Alimentari","Freschi","FRESCHISSIMI","PANE","SOSTITUTIVI PANE PROD. INTERNA","SOSTITUTIVI S.A.","ALTRI"
"3724","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE L.S.","TIPICO"
"3725","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE L.S.","COMUNE"
"3726","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE L.S.","CONDITO"
"3727","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE L.S.","SPECIALE (FARRO, SOJA, SEMOLA, INTEGRALE..)"
"3728","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE L.S.","BIOLOGICO"
"3729","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE L.S.","AFFETTATO"
"3730","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE L.S.","GRATTUGIATO"
"3731","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE L.S.","ALTRO"
"3732","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE S.A.","TIPICO"
"3733","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE S.A.","COMUNE"
"3734","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE S.A.","CONDITO"
"3735","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE S.A.","SPECIALE (FARRO, SOJA, SEMOLA, INTEGRALE..)"
"3736","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE S.A.","BIOLOGICO"
"3737","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE S.A.","AFFETTATO"
"3738","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE S.A.","GRATTUGIATO"
"3739","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE PROD. INTERNA","PANE S.A.","ALTRO"
"3740","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","PIZZA INTERA"
"3741","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","PIZZA TRANCIO"
"3742","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","PIZZETTE"
"3743","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","PIZZA BIANCA - FOCACCIA"
"3744","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","TRAMEZZINI - PANINI FARCITI"
"3745","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","CRESCIONI - ROTOLI FARCITI"
"3746","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA' L.S.","ALTRI"
"3747","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA'S.A.","PIZZA INTERA"
"3748","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA'S.A.","PIZZA TRANCIO"
"3749","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA'S.A.","PIZZETTE"
"3750","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA'S.A.","PIZZA BIANCA - FOCACCIA"
"3751","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA'S.A.","TRAMEZZINI - PANINI FARCITI"
"3752","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA'S.A.","CRESCIONI - ROTOLI FARCITI"
"3753","Alimentari","Freschi","FRESCHISSIMI","PANE","SPECIALITA' BASE PANE PROD. INTERNA","PIZZE-FOCACCE-SPECIALITA'S.A.","ALTRI"
"3754","Alimentari","Freschi","FRESCHISSIMI","PANE","PANE","PANE","PANE"
"3755","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA L.S","PASTE FRESCHE"
"3756","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA L.S","KRAPFEN - ALTRI FRITTI"
"3757","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA L.S","MIGNON"
"3758","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA L.S","PASTE PRIMA COLAZIONE"
"3759","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA L.S","DOLCI AL CUCCHIAIO"
"3760","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA L.S","TORTE FRESCHE"
"3761","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA L.S","ALTRA"
"3762","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA S.A.","PASTE FRESCHE"
"3763","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA S.A.","KRAPFEN - ALTRI FRITTI"
"3764","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA S.A.","MIGNON"
"3765","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA S.A.","PASTE PRIMA COLAZIONE"
"3766","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA S.A.","DOLCI AL CUCCHIAIO"
"3767","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA S.A.","TORTE FRESCHE"
"3768","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA FRESCA S.A.","ALTRA"
"3769","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA DA FORNO L.S.","CIAMBELLE"
"3770","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA DA FORNO L.S.","CROSTATE"
"3771","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA DA FORNO L.S.","DOLCI RICORRENZE"
"3772","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA DA FORNO L.S.","ALTRA DA FORNO"
"3773","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA DA FORNO S.A.","CIAMBELLE"
"3774","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA DA FORNO S.A.","CROSTATE"
"3775","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA DA FORNO S.A.","DOLCI RICORRENZE"
"3776","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA DA FORNO S.A.","ALTRA DA FORNO"
"3777","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SECCA-CIOCCOLATO L.S.","BISCOTTERIA"
"3778","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SECCA-CIOCCOLATO L.S.","CIOCCOLATO"
"3779","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SECCA-CIOCCOLATO L.S.","ALTRA"
"3780","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SECCA-CIOCCOLATO S.A.","BISCOTTERIA"
"3781","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SECCA-CIOCCOLATO S.A.","CIOCCOLATO"
"3782","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SECCA-CIOCCOLATO S.A.","ALTRA"
"3783","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SALATA L.S.","PASTE SALATE"
"3784","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SALATA L.S.","SALATINI  ALTRI"
"3785","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SALATA  S.A.","PASTE SALATE"
"3786","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","PASTICCERIA SALATA  S.A.","SALATINI  ALTRI"
"3787","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","SEMIFREDDI L.S.","SEMIFREDDI TORTE"
"3788","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","SEMIFREDDI L.S.","SEMIFREDDI ALTRI"
"3789","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","SEMIFREDDI S.A.","SEMIFREDDI TORTE"
"3790","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","SEMIFREDDI S.A.","SEMIFREDDI ALTRI"
"3791","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","DORATURA PASTICCERIA LS","DOLCE"
"3792","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","DORATURA PASTICCERIA LS","SALATA"
"3793","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","DORATURA PASTICCERIA S.A","DOLCE"
"3794","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE ESTERNA","DORATURA PASTICCERIA S.A","SALATA"
"3795","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","MATERIE PRIME PASTICCERIA","MATERIE PRIME PASTICCERIA","FARINE"
"3796","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","MATERIE PRIME PASTICCERIA","MATERIE PRIME PASTICCERIA","ALTRO"
"3797","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA L.S.","PASTE FRESCHE"
"3798","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA L.S.","KRAPFEN - ALTRI FRITTI"
"3799","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA L.S.","MIGNON"
"3800","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA L.S.","PASTE PRIMA COLAZIONE"
"3801","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA L.S.","DOLCI AL CUCCHIAIO"
"3802","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA L.S.","TORTE FRESCHE"
"3803","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA L.S.","ALTRA"
"3804","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA S.A.","PASTE FRESCHE"
"3805","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA S.A.","KRAPFEN - ALTRI FRITTI"
"3806","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA S.A.","MIGNON"
"3807","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA S.A.","PASTE PRIMA COLAZIONE"
"3808","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA S.A.","DOLCI AL CUCCHIAIO"
"3809","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA S.A.","TORTE FRESCHE"
"3810","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA FRESCA S.A.","ALTRA"
"3811","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA DA FORNO L.S","CIAMBELLE"
"3812","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA DA FORNO L.S","CROSTATE"
"3813","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA DA FORNO L.S","DOLCI RICORRENZE"
"3814","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA DA FORNO L.S","ALTRA DA FORNO"
"3815","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA DA FORNO S.A.","CIAMBELLE"
"3816","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA DA FORNO S.A.","CROSTATE"
"3817","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA DA FORNO S.A.","DOLCI RICORRENZE"
"3818","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA DA FORNO S.A.","ALTRA DA FORNO"
"3819","Alimentari","Freschi","FRESCHISSIMI","PASTICCERIA","PASTICCERIA PRODUZIONE INTERNA","PASTICCERIA SECCA-CIOCCOLATO L.S.","BISCOTTERIA"
